token	negative	positive	
awful	0.00035568202027387493	0.00022946305644791178	
awkward	0.00035568202027387493	0.00022946305644791178	
back	0.002311933131780186	0.0013767783386874702	
background	0.00035568202027387493	0.00022946305644791178	
bad	0.001778410101369375	0.0004589261128958236	
baffled	0.00035568202027387493	0.00022946305644791178	
bag	0.00035568202027387493	0.00022946305644791178	
baigan	0.00035568202027387493	0.00022946305644791178	
baking	0.00035568202027387493	0.00022946305644791178	
balloon	0.00035568202027387493	0.00022946305644791178	
bar	0.0005335230304108126	0.001147315282239559	
bar-b-que	0.0005335230304108126	0.00022946305644791178	
barely	0.0005335230304108126	0.00022946305644791178	
bartender	0.00035568202027387493	0.00022946305644791178	
basically	0.00035568202027387493	0.00022946305644791178	
bathroom	0.00035568202027387493	0.00022946305644791178	
be	0.003023297172327937	0.0013767783386874702	
bear	0.00035568202027387493	0.00022946305644791178	
became	0.00035568202027387493	0.00022946305644791178	
because	0.00035568202027387493	0.0006883891693437356	
been	0.0010670460608216243	0.0013767783386874702	
beer	0.0005335230304108126	0.0009178522257916473	
beers	0.0005335230304108126	0.00022946305644791178	
before	0.001778410101369375	0.0004589261128958236	
began	0.00071136404054775	0.00022946305644791178	
being	0.0005335230304108126	0.0004589261128958236	
believe	0.00071136404054775	0.0004589261128958236	
below	0.00035568202027387493	0.00022946305644791178	
benedict	0.00035568202027387493	0.00022946305644791178	
bengan	0.00035568202027387493	0.00022946305644791178	
best	0.00071136404054775	0.006654428636989446	
bharta	0.0005335230304108126	0.00022946305644791178	
big	0.00035568202027387493	0.0006883891693437356	
biggest	0.00035568202027387493	0.00022946305644791178	
bill	0.0005335230304108126	0.00022946305644791178	
bit	0.0005335230304108126	0.0004589261128958236	
bite	0.00071136404054775	0.00022946305644791178	
black	0.00035568202027387493	0.0004589261128958236	
blackjack	0.00035568202027387493	0.00022946305644791178	
bland	0.0010670460608216243	0.00022946305644791178	
blanking	0.00035568202027387493	0.00022946305644791178	
blvd	0.00035568202027387493	0.00022946305644791178	
both	0.00071136404054775	0.0004589261128958236	
bothered	0.0005335230304108126	0.00022946305644791178	
bottle	0.00035568202027387493	0.00022946305644791178	
bought	0.00035568202027387493	0.00022946305644791178	
bowl	0.00035568202027387493	0.00022946305644791178	
bread	0.0010670460608216243	0.0006883891693437356	
brewed	0.00035568202027387493	0.0004589261128958236	
bring	0.0008892050506846875	0.0006883891693437356	
brought	0.0005335230304108126	0.00022946305644791178	
brown	0.0005335230304108126	0.00022946305644791178	
brutal	0.00035568202027387493	0.00022946305644791178	
budget	0.00035568202027387493	0.00022946305644791178	
buffalo	0.0005335230304108126	0.0004589261128958236	
buffet	0.00071136404054775	0.00022946305644791178	
bunch	0.00035568202027387493	0.00022946305644791178	
burger	0.00071136404054775	0.00022946305644791178	
burrata	0.00035568202027387493	0.00022946305644791178	
burrito	0.00035568202027387493	0.00022946305644791178	
business	0.00035568202027387493	0.00022946305644791178	
busy	0.0005335230304108126	0.0004589261128958236	
but	0.005513071314245062	0.0027535566773749403	
butcher	0.00035568202027387493	0.00022946305644791178	
by	0.0026676151520540633	0.0020651675080312075	
call	0.00071136404054775	0.0006883891693437356	
called	0.0012448870709585625	0.0006883891693437356	
calling	0.0008892050506846875	0.00022946305644791178	
came	0.002311933131780186	0.0004589261128958236	
campus	0.0005335230304108126	0.0006883891693437356	
can	0.001778410101369375	0.0013767783386874702	
canned	0.00035568202027387493	0.00022946305644791178	
cannot	0.00035568202027387493	0.0004589261128958236	
carlo	0.00035568202027387493	0.0004589261128958236	
case	0.00035568202027387493	0.0006883891693437356	
casino	0.00071136404054775	0.00022946305644791178	
casino-restaurant	0.00035568202027387493	0.00022946305644791178	
cast	0.00035568202027387493	0.00022946305644791178	
castle	0.0005335230304108126	0.00022946305644791178	
casually	0.00035568202027387493	0.00022946305644791178	
certain	0.00035568202027387493	0.00022946305644791178	
champagne	0.00035568202027387493	0.0004589261128958236	
chance	0.00035568202027387493	0.00022946305644791178	
charged	0.00035568202027387493	0.00022946305644791178	
cheap	0.00071136404054775	0.00022946305644791178	
check	0.0008892050506846875	0.0004589261128958236	
checking	0.00035568202027387493	0.00022946305644791178	
cheese	0.0008892050506846875	0.0016062413951353828	
cheesecake	0.00035568202027387493	0.00022946305644791178	
chicken	0.001600569091232438	0.0013767783386874702	
chilis	0.00035568202027387493	0.00022946305644791178	
chinese	0.00071136404054775	0.0016062413951353828	
chinses	0.00035568202027387493	0.00022946305644791178	
chipotle	0.00071136404054775	0.00022946305644791178	
choice	0.00035568202027387493	0.00022946305644791178	
choked	0.00035568202027387493	0.00022946305644791178	
choose	0.00035568202027387493	0.0006883891693437356	
chop	0.0005335230304108126	0.00022946305644791178	
chunks	0.00035568202027387493	0.0004589261128958236	
city	0.0008892050506846875	0.0004589261128958236	
class	0.00035568202027387493	0.00022946305644791178	
clean	0.00035568202027387493	0.0006883891693437356	
clearly	0.0005335230304108126	0.00022946305644791178	
cockroaches	0.00035568202027387493	0.00022946305644791178	
cod	0.00035568202027387493	0.00022946305644791178	
code	0.00035568202027387493	0.00022946305644791178	
coke	0.00035568202027387493	0.00022946305644791178	
cold	0.0014227280810955002	0.0004589261128958236	
coldly	0.00035568202027387493	0.00022946305644791178	
come	0.001600569091232438	0.00022946305644791178	
comes	0.00035568202027387493	0.00022946305644791178	
comfort	0.0008892050506846875	0.0004589261128958236	
coming	0.00035568202027387493	0.0006883891693437356	
company	0.00035568202027387493	0.00022946305644791178	
compared	0.00035568202027387493	0.0004589261128958236	
compelled	0.00035568202027387493	0.00022946305644791178	
complain	0.00035568202027387493	0.00022946305644791178	
complained	0.00035568202027387493	0.00022946305644791178	
completely	0.00035568202027387493	0.0004589261128958236	
complimentary	0.00035568202027387493	0.00022946305644791178	
confirmed	0.00035568202027387493	0.00022946305644791178	
consider	0.00035568202027387493	0.00022946305644791178	
conspicuously	0.00035568202027387493	0.00022946305644791178	
consuming	0.00035568202027387493	0.00022946305644791178	
convince	0.00035568202027387493	0.00022946305644791178	
cooked	0.0012448870709585625	0.0009178522257916473	
cool	0.0005335230304108126	0.00022946305644791178	
costed	0.00035568202027387493	0.0004589261128958236	
costs	0.00035568202027387493	0.00022946305644791178	
could	0.0008892050506846875	0.0004589261128958236	
couldn	0.00035568202027387493	0.00022946305644791178	
coupon	0.0005335230304108126	0.00022946305644791178	
course	0.00035568202027387493	0.00022946305644791178	
cramped	0.00035568202027387493	0.00022946305644791178	
craving	0.00035568202027387493	0.00022946305644791178	
crawling	0.00035568202027387493	0.00022946305644791178	
credit	0.00035568202027387493	0.00022946305644791178	
crowd	0.00035568202027387493	0.00022946305644791178	
crowded	0.0005335230304108126	0.00022946305644791178	
crust	0.00035568202027387493	0.00022946305644791178	
cups	0.00035568202027387493	0.00022946305644791178	
current	0.00035568202027387493	0.00022946305644791178	
curry	0.00035568202027387493	0.0006883891693437356	
d	0.00035568202027387493	0.0004589261128958236	
dal	0.00071136404054775	0.00022946305644791178	
dated	0.00035568202027387493	0.00022946305644791178	
day	0.0005335230304108126	0.0006883891693437356	
days	0.00035568202027387493	0.0004589261128958236	
dead	0.0005335230304108126	0.00022946305644791178	
decided	0.0005335230304108126	0.00022946305644791178	
decor	0.00035568202027387493	0.00022946305644791178	
definitely	0.0008892050506846875	0.0016062413951353828	
delicacies	0.00035568202027387493	0.00022946305644791178	
delicious	0.0005335230304108126	0.0022946305644791186	
delivered	0.00035568202027387493	0.00022946305644791178	
desk	0.00035568202027387493	0.00022946305644791178	
dessert	0.0005335230304108126	0.0004589261128958236	
did	0.0008892050506846875	0.00022946305644791178	
didn	0.0012448870709585625	0.0009178522257916473	
die	0.0005335230304108126	0.0004589261128958236	
different	0.00071136404054775	0.0004589261128958236	
difficult	0.00035568202027387493	0.00022946305644791178	
dig	0.00035568202027387493	0.00022946305644791178	
diluted	0.00035568202027387493	0.00022946305644791178	
dimly-lit	0.00035568202027387493	0.00022946305644791178	
dine	0.0014227280810955002	0.0004589261128958236	
diner	0.0005335230304108126	0.00022946305644791178	
diners	0.00035568202027387493	0.00022946305644791178	
dining	0.0008892050506846875	0.0016062413951353828	
dinner	0.0014227280810955002	0.0013767783386874702	
dinosaur	0.0005335230304108126	0.00022946305644791178	
direct	0.00035568202027387493	0.00022946305644791178	
directly	0.00035568202027387493	0.00022946305644791178	
dirty	0.00071136404054775	0.00022946305644791178	
disappeared	0.00035568202027387493	0.00022946305644791178	
disappointed	0.00071136404054775	0.00022946305644791178	
disappointing	0.00035568202027387493	0.00022946305644791178	
disappointment	0.00035568202027387493	0.00022946305644791178	
disaster	0.0005335230304108126	0.00022946305644791178	
discovered	0.00035568202027387493	0.00022946305644791178	
disgusting	0.00035568202027387493	0.00022946305644791178	
dish	0.0012448870709585625	0.0004589261128958236	
dished	0.00035568202027387493	0.00022946305644791178	
dishes	0.001600569091232438	0.0016062413951353828	
disney	0.00035568202027387493	0.00022946305644791178	
divide	0.00035568202027387493	0.00022946305644791178	
do	0.0005335230304108126	0.0009178522257916473	
dodo	0.00035568202027387493	0.00022946305644791178	
does	0.00035568202027387493	0.0004589261128958236	
doesn	0.00035568202027387493	0.0004589261128958236	
dog	0.00035568202027387493	0.00022946305644791178	
don	0.0010670460608216243	0.0009178522257916473	
done	0.0005335230304108126	0.00022946305644791178	
down	0.0005335230304108126	0.0004589261128958236	
dressed	0.0005335230304108126	0.00022946305644791178	
drink	0.0005335230304108126	0.00022946305644791178	
drinks	0.0008892050506846875	0.00022946305644791178	
dry	0.00071136404054775	0.00022946305644791178	
dude	0.00035568202027387493	0.00022946305644791178	
due	0.00035568202027387493	0.00022946305644791178	
each	0.0008892050506846875	0.0004589261128958236	
easy	0.00035568202027387493	0.0004589261128958236	
eat	0.00071136404054775	0.00022946305644791178	
eaten	0.00035568202027387493	0.00022946305644791178	
eating	0.00071136404054775	0.00022946305644791178	
egg	0.00035568202027387493	0.00022946305644791178	
eggs	0.00071136404054775	0.00022946305644791178	
either	0.0005335230304108126	0.00022946305644791178	
else	0.00035568202027387493	0.00022946305644791178	
empty	0.00035568202027387493	0.0004589261128958236	
ended	0.00071136404054775	0.0004589261128958236	
english	0.00035568202027387493	0.00022946305644791178	
enough	0.00035568202027387493	0.00022946305644791178	
entered	0.0005335230304108126	0.0004589261128958236	
entire	0.00035568202027387493	0.00022946305644791178	
entree	0.0005335230304108126	0.00022946305644791178	
environment	0.0005335230304108126	0.0013767783386874702	
erie	0.00035568202027387493	0.00022946305644791178	
especially	0.00035568202027387493	0.0004589261128958236	
essentially	0.00035568202027387493	0.00022946305644791178	
even	0.001600569091232438	0.001147315282239559	
eventually	0.00035568202027387493	0.00022946305644791178	
ever	0.0010670460608216243	0.0020651675080312075	
every	0.0008892050506846875	0.0006883891693437356	
everyday	0.0005335230304108126	0.00022946305644791178	
everyone	0.00035568202027387493	0.0006883891693437356	
everywhere	0.00035568202027387493	0.00022946305644791178	
exceptional	0.0005335230304108126	0.0004589261128958236	
excited	0.0005335230304108126	0.00022946305644791178	
expect	0.0005335230304108126	0.00022946305644791178	
expectations	0.00035568202027387493	0.0004589261128958236	
expensive	0.00035568202027387493	0.0009178522257916473	
experience	0.002489774141917125	0.00252409362092703	
experienced	0.00035568202027387493	0.00022946305644791178	
explanation	0.00035568202027387493	0.00022946305644791178	
extremely	0.00071136404054775	0.00022946305644791178	
exudes	0.00035568202027387493	0.00022946305644791178	
eyes	0.00035568202027387493	0.00022946305644791178	
face	0.00035568202027387493	0.00022946305644791178	
failed	0.00035568202027387493	0.00022946305644791178	
family	0.00035568202027387493	0.001147315282239559	
famous	0.00035568202027387493	0.0004589261128958236	
father	0.00035568202027387493	0.0004589261128958236	
favorite	0.00071136404054775	0.0016062413951353828	
feed	0.00035568202027387493	0.00022946305644791178	
felt	0.00035568202027387493	0.0009178522257916473	
fiance	0.0005335230304108126	0.0004589261128958236	
filet	0.00035568202027387493	0.00022946305644791178	
filled	0.00035568202027387493	0.00022946305644791178	
finally	0.0008892050506846875	0.00022946305644791178	
find	0.0008892050506846875	0.0009178522257916473	
finish	0.00071136404054775	0.0004589261128958236	
finished	0.0005335230304108126	0.00022946305644791178	
first	0.0012448870709585625	0.0004589261128958236	
five	0.00071136404054775	0.00022946305644791178	
flat	0.00035568202027387493	0.00022946305644791178	
flavor	0.0008892050506846875	0.0004589261128958236	
flies	0.0005335230304108126	0.00022946305644791178	
floating	0.00035568202027387493	0.00022946305644791178	
floor	0.00035568202027387493	0.00022946305644791178	
flowed	0.00035568202027387493	0.00022946305644791178	
flute	0.00035568202027387493	0.00022946305644791178	
flutes	0.00035568202027387493	0.00022946305644791178	
fly	0.0005335230304108126	0.00022946305644791178	
flyer	0.0005335230304108126	0.00022946305644791178	
followed	0.00035568202027387493	0.0004589261128958236	
food	0.0076471634358883074	0.00894905920146856	
for	0.008002845456162184	0.0068838916934373575	
forget	0.00035568202027387493	0.0004589261128958236	
forty-five	0.00035568202027387493	0.00022946305644791178	
found	0.001778410101369375	0.0004589261128958236	
four	0.00035568202027387493	0.00022946305644791178	
free	0.0008892050506846875	0.00022946305644791178	
fresh	0.00071136404054775	0.0027535566773749403	
freshly	0.00035568202027387493	0.0004589261128958236	
friday	0.0005335230304108126	0.0004589261128958236	
fried	0.00035568202027387493	0.0006883891693437356	
friend	0.0005335230304108126	0.0006883891693437356	
friendly	0.00035568202027387493	0.0022946305644791186	
friends	0.001778410101369375	0.0022946305644791186	
fries	0.0005335230304108126	0.00022946305644791178	
from	0.0008892050506846875	0.0022946305644791186	
front	0.00035568202027387493	0.00022946305644791178	
fun	0.00035568202027387493	0.0006883891693437356	
gallery	0.00035568202027387493	0.00022946305644791178	
gammon	0.00035568202027387493	0.00022946305644791178	
garden	0.0005335230304108126	0.0004589261128958236	
gates	0.00035568202027387493	0.00022946305644791178	
generally	0.00035568202027387493	0.0006883891693437356	
get	0.0014227280810955002	0.001147315282239559	
getting	0.0005335230304108126	0.00022946305644791178	
giant	0.00035568202027387493	0.00022946305644791178	
give	0.0010670460608216243	0.0004589261128958236	
given	0.00035568202027387493	0.00022946305644791178	
glass	0.0012448870709585625	0.0006883891693437356	
go	0.0014227280810955002	0.0013767783386874702	
going	0.0012448870709585625	0.001147315282239559	
gone	0.00035568202027387493	0.0004589261128958236	
gongbao	0.00035568202027387493	0.00022946305644791178	
good	0.002489774141917125	0.0041303350160624116	
good--to	0.00035568202027387493	0.00022946305644791178	
got	0.00071136404054775	0.00022946305644791178	
gotten	0.00035568202027387493	0.00022946305644791178	
grease	0.00035568202027387493	0.00022946305644791178	
greasy	0.00035568202027387493	0.00022946305644791178	
great	0.0008892050506846875	0.00504818724185406	
greesy	0.00035568202027387493	0.00022946305644791178	
greet	0.00035568202027387493	0.00022946305644791178	
grocery	0.00071136404054775	0.00022946305644791178	
group	0.00035568202027387493	0.0004589261128958236	
groups	0.00035568202027387493	0.00022946305644791178	
gulab	0.00035568202027387493	0.00022946305644791178	
guy	0.00035568202027387493	0.00022946305644791178	
had	0.007291481415614437	0.005277650298301971	
hair	0.00035568202027387493	0.00022946305644791178	
haircut	0.00035568202027387493	0.00022946305644791178	
half	0.0008892050506846875	0.00022946305644791178	
ham	0.0005335230304108126	0.00022946305644791178	
hand	0.00035568202027387493	0.00022946305644791178	
hangout	0.00035568202027387493	0.00022946305644791178	
haphazardly	0.00035568202027387493	0.00022946305644791178	
happened	0.00035568202027387493	0.0004589261128958236	
happens	0.00035568202027387493	0.00022946305644791178	
happy	0.00035568202027387493	0.0004589261128958236	
hard	0.00071136404054775	0.0006883891693437356	
hardly	0.00035568202027387493	0.00022946305644791178	
has	0.0010670460608216243	0.0020651675080312075	
hasn	0.00035568202027387493	0.00022946305644791178	
hate	0.00035568202027387493	0.00022946305644791178	
hated	0.00035568202027387493	0.00022946305644791178	
have	0.003378979192601811	0.004359798072510323	
having	0.00035568202027387493	0.0006883891693437356	
hawaiian	0.00035568202027387493	0.0004589261128958236	
he	0.0008892050506846875	0.001147315282239559	
health	0.00035568202027387493	0.00022946305644791178	
hear	0.00035568202027387493	0.00022946305644791178	
heard	0.00035568202027387493	0.00022946305644791178	
heat	0.00035568202027387493	0.00022946305644791178	
heaven	0.00035568202027387493	0.0004589261128958236	
help	0.00035568202027387493	0.0004589261128958236	
her	0.00071136404054775	0.00022946305644791178	
here	0.0014227280810955002	0.001835704451583295	
high	0.0005335230304108126	0.0009178522257916473	
higher	0.00035568202027387493	0.0004589261128958236	
highly	0.00035568202027387493	0.0004589261128958236	
him	0.0010670460608216243	0.00022946305644791178	
hindi	0.00035568202027387493	0.00022946305644791178	
his	0.00035568202027387493	0.0006883891693437356	
home	0.00035568202027387493	0.001147315282239559	
hopes	0.0005335230304108126	0.00022946305644791178	
horrible	0.00071136404054775	0.00022946305644791178	
horrified	0.00035568202027387493	0.00022946305644791178	
hospitality	0.00035568202027387493	0.00022946305644791178	
hostess	0.00035568202027387493	0.00022946305644791178	
hour	0.0012448870709585625	0.00022946305644791178	
hours	0.00035568202027387493	0.0006883891693437356	
how	0.0012448870709585625	0.0006883891693437356	
however	0.0008892050506846875	0.0004589261128958236	
hoynes	0.00035568202027387493	0.00022946305644791178	
hurry	0.0005335230304108126	0.00022946305644791178	
hut	0.00035568202027387493	0.00022946305644791178	
i	0.02454205939889738	0.018815970628728772	
ice	0.00035568202027387493	0.0013767783386874702	
icecreams	0.00035568202027387493	0.00022946305644791178	
iced	0.0012448870709585625	0.0004589261128958236	
idea	0.0005335230304108126	0.00022946305644791178	
if	0.0010670460608216243	0.001147315282239559	
ignore	0.00035568202027387493	0.00022946305644791178	
ignored	0.00071136404054775	0.00022946305644791178	
immediately	0.00035568202027387493	0.00022946305644791178	
impatient	0.00035568202027387493	0.00022946305644791178	
impossible	0.00035568202027387493	0.00022946305644791178	
in	0.00835852747643606	0.008719596145020648	
incidentally	0.00035568202027387493	0.00022946305644791178	
indian	0.0012448870709585625	0.0006883891693437356	
indians	0.00035568202027387493	0.00022946305644791178	
inquired	0.00035568202027387493	0.00022946305644791178	
inside	0.0005335230304108126	0.00022946305644791178	
instead	0.0005335230304108126	0.00022946305644791178	
into	0.0010670460608216243	0.0016062413951353828	
irish	0.00035568202027387493	0.00022946305644791178	
iron	0.00035568202027387493	0.00022946305644791178	
irony	0.00035568202027387493	0.00022946305644791178	
is	0.008002845456162184	0.018357044515832935	
isn	0.0005335230304108126	0.00022946305644791178	
isolated	0.00035568202027387493	0.00022946305644791178	
it	0.01262671171972256	0.010555300596603943	
items	0.00035568202027387493	0.00022946305644791178	
its	0.00071136404054775	0.001147315282239559	
jaam	0.00035568202027387493	0.00022946305644791178	
jack	0.00035568202027387493	0.00022946305644791178	
jaljeera	0.00035568202027387493	0.00022946305644791178	
japanese	0.00035568202027387493	0.0013767783386874702	
jersey	0.0005335230304108126	0.00022946305644791178	
just	0.002489774141917125	0.0009178522257916473	
kadhai	0.0005335230304108126	0.00022946305644791178	
keep	0.00035568202027387493	0.0004589261128958236	
kept	0.00035568202027387493	0.0004589261128958236	
kind	0.0005335230304108126	0.0009178522257916473	
kinda	0.0005335230304108126	0.00022946305644791178	
kinds	0.00035568202027387493	0.00022946305644791178	
kitchen	0.00035568202027387493	0.0006883891693437356	
kitty	0.00035568202027387493	0.00022946305644791178	
kneed	0.00035568202027387493	0.00022946305644791178	
know	0.00035568202027387493	0.0006883891693437356	
known	0.00035568202027387493	0.0004589261128958236	
konami	0.00035568202027387493	0.00022946305644791178	
lacked	0.00035568202027387493	0.00022946305644791178	
lamb	0.0005335230304108126	0.00022946305644791178	
large	0.00035568202027387493	0.0004589261128958236	
last	0.0012448870709585625	0.0006883891693437356	
late	0.00035568202027387493	0.00022946305644791178	
later	0.0010670460608216243	0.0004589261128958236	
least	0.00071136404054775	0.00022946305644791178	
left	0.00035568202027387493	0.00022946305644791178	
lemongrass	0.0005335230304108126	0.00022946305644791178	
let	0.0005335230304108126	0.00022946305644791178	
lettuce	0.00035568202027387493	0.00022946305644791178	
level	0.00035568202027387493	0.00022946305644791178	
life	0.0012448870709585625	0.001147315282239559	
like	0.002311933131780186	0.00252409362092703	
likely	0.00035568202027387493	0.00022946305644791178	
likes	0.00035568202027387493	0.00022946305644791178	
limited	0.00035568202027387493	0.00022946305644791178	
liquid	0.00035568202027387493	0.00022946305644791178	
listening	0.00035568202027387493	0.00022946305644791178	
little	0.0008892050506846875	0.001147315282239559	
ll	0.00035568202027387493	0.001147315282239559	
loads	0.00035568202027387493	0.00022946305644791178	
loganberry	0.00035568202027387493	0.0004589261128958236	
long	0.0012448870709585625	0.0006883891693437356	
longer	0.00035568202027387493	0.00022946305644791178	
look	0.00035568202027387493	0.0004589261128958236	
looked	0.00071136404054775	0.0004589261128958236	
looking	0.0005335230304108126	0.0006883891693437356	
loose	0.00035568202027387493	0.00022946305644791178	
lot	0.0005335230304108126	0.0006883891693437356	
lots	0.00035568202027387493	0.00022946305644791178	
loud	0.00035568202027387493	0.00022946305644791178	
lounge	0.00035568202027387493	0.00022946305644791178	
loved	0.00035568202027387493	0.00022946305644791178	
low	0.00071136404054775	0.00022946305644791178	
luke	0.00035568202027387493	0.00022946305644791178	
lunch	0.0005335230304108126	0.0009178522257916473	
m	0.00035568202027387493	0.0004589261128958236	
macaroni	0.0005335230304108126	0.00022946305644791178	
made	0.0010670460608216243	0.001147315282239559	
main	0.00071136404054775	0.0004589261128958236	
make	0.00035568202027387493	0.00022946305644791178	
makhni	0.0005335230304108126	0.00022946305644791178	
management	0.00035568202027387493	0.00022946305644791178	
mango	0.00035568202027387493	0.00022946305644791178	
manners	0.00035568202027387493	0.00022946305644791178	
many	0.0005335230304108126	0.0009178522257916473	
map	0.0005335230304108126	0.00022946305644791178	
marshall	0.00071136404054775	0.00022946305644791178	
matar	0.00035568202027387493	0.00022946305644791178	
matter	0.00035568202027387493	0.00022946305644791178	
may	0.00035568202027387493	0.0006883891693437356	
maybe	0.0005335230304108126	0.00022946305644791178	
me	0.002311933131780186	0.0022946305644791186	
meal	0.0012448870709585625	0.0009178522257916473	
mean	0.00035568202027387493	0.0004589261128958236	
mediocre	0.0005335230304108126	0.00022946305644791178	
melted	0.00035568202027387493	0.00022946305644791178	
menu	0.001600569091232438	0.001835704451583295	
menus	0.00035568202027387493	0.00022946305644791178	
middle	0.00035568202027387493	0.0006883891693437356	
mike	0.00035568202027387493	0.00022946305644791178	
milkshake	0.00035568202027387493	0.0004589261128958236	
minutes	0.003912502223012625	0.0006883891693437356	
mixed	0.00035568202027387493	0.00022946305644791178	
mom	0.00035568202027387493	0.00022946305644791178	
money	0.00035568202027387493	0.0004589261128958236	
mood	0.0005335230304108126	0.00022946305644791178	
more	0.0019562511115063124	0.0009178522257916473	
most	0.0005335230304108126	0.0006883891693437356	
mouth	0.00035568202027387493	0.0004589261128958236	
movie	0.00035568202027387493	0.00022946305644791178	
much	0.0010670460608216243	0.0013767783386874702	
music	0.00035568202027387493	0.001147315282239559	
my	0.009069891516983813	0.006424965580541533	
nacho	0.00035568202027387493	0.00022946305644791178	
name	0.0005335230304108126	0.0009178522257916473	
nans	0.00035568202027387493	0.00022946305644791178	
narrow	0.00035568202027387493	0.00022946305644791178	
nasty	0.00035568202027387493	0.00022946305644791178	
near	0.0005335230304108126	0.00022946305644791178	
nearly	0.00035568202027387493	0.00022946305644791178	
need	0.0005335230304108126	0.0016062413951353828	
needs	0.00035568202027387493	0.0006883891693437356	
negative	0.00035568202027387493	0.00022946305644791178	
neighbors	0.00035568202027387493	0.00022946305644791178	
neither	0.00035568202027387493	0.00022946305644791178	
never	0.0026676151520540633	0.0006883891693437356	
new	0.0005335230304108126	0.0006883891693437356	
nice	0.0005335230304108126	0.0022946305644791186	
