token	fake	true	
bucks	0.0003891807744697412	0.00020652622883106158	
budget	0.0003891807744697412	0.00020652622883106158	
buffalo	0.000583771161704612	0.0004130524576621232	
buffet	0.0003891807744697412	0.000619578686493185	
building	0.0003891807744697412	0.00020652622883106158	
burger	0.000583771161704612	0.0004130524576621232	
burrito	0.0003891807744697412	0.00020652622883106158	
business	0.0003891807744697412	0.00020652622883106158	
busy	0.0003891807744697412	0.000619578686493185	
but	0.004670169293636893	0.00392399834779017	
butcher	0.0003891807744697412	0.00020652622883106158	
buttery	0.0003891807744697412	0.00020652622883106158	
by	0.0017513134851138365	0.003097893432465925	
cacata	0.0003891807744697412	0.00020652622883106158	
cake	0.000583771161704612	0.00020652622883106158	
call	0.0009729519361743531	0.0004130524576621232	
called	0.001167542323409223	0.0008261049153242466	
came	0.0019459038723487064	0.0010326311441553081	
campus	0.0003891807744697412	0.0008261049153242466	
can	0.001167542323409223	0.0020652622883106163	
carlo	0.000583771161704612	0.00020652622883106158	
carmelized	0.0003891807744697412	0.00020652622883106158	
casino	0.0007783615489394825	0.00020652622883106158	
casino-restaurant	0.0003891807744697412	0.00020652622883106158	
castle	0.000583771161704612	0.00020652622883106158	
caviar	0.0003891807744697412	0.00020652622883106158	
celebrate	0.0003891807744697412	0.00020652622883106158	
celebration	0.0007783615489394825	0.00020652622883106158	
central	0.0003891807744697412	0.00020652622883106158	
certain	0.0003891807744697412	0.00020652622883106158	
champagne	0.0003891807744697412	0.0004130524576621232	
chance	0.0003891807744697412	0.00020652622883106158	
charged	0.0003891807744697412	0.00020652622883106158	
cheap	0.0003891807744697412	0.000619578686493185	
check	0.0007783615489394825	0.000619578686493185	
checking	0.0003891807744697412	0.00020652622883106158	
cheerful	0.0003891807744697412	0.00020652622883106158	
cheese	0.000583771161704612	0.0018587360594795556	
cheesecake	0.0003891807744697412	0.00020652622883106158	
chef	0.0003891807744697412	0.00020652622883106158	
chicken	0.0015567230978789652	0.0014456836018174313	
childhood	0.0003891807744697412	0.00020652622883106158	
chilis	0.0003891807744697412	0.00020652622883106158	
chinese	0.000583771161704612	0.001652209830648493	
chipotle	0.0007783615489394825	0.00020652622883106158	
chocolate	0.0009729519361743531	0.00020652622883106158	
choice	0.0003891807744697412	0.00020652622883106158	
choose	0.000583771161704612	0.0004130524576621232	
choosing	0.0003891807744697412	0.00020652622883106158	
chop	0.0003891807744697412	0.0004130524576621232	
chryslers	0.0003891807744697412	0.00020652622883106158	
chunks	0.000583771161704612	0.00020652622883106158	
cicero	0.0003891807744697412	0.0004130524576621232	
cioccolato	0.0003891807744697412	0.00020652622883106158	
city	0.000583771161704612	0.0008261049153242466	
classic	0.0003891807744697412	0.00020652622883106158	
clean	0.0003891807744697412	0.000619578686493185	
clearly	0.0003891807744697412	0.0004130524576621232	
client	0.0003891807744697412	0.00020652622883106158	
cod	0.0003891807744697412	0.00020652622883106158	
coke	0.0003891807744697412	0.00020652622883106158	
cold	0.0017513134851138365	0.00020652622883106158	
coldly	0.0003891807744697412	0.00020652622883106158	
combination	0.0003891807744697412	0.00020652622883106158	
combined	0.0003891807744697412	0.00020652622883106158	
combo	0.0003891807744697412	0.00020652622883106158	
come	0.001167542323409223	0.0008261049153242466	
comes	0.0003891807744697412	0.00020652622883106158	
comfort	0.001167542323409223	0.00020652622883106158	
comfort-based	0.0003891807744697412	0.00020652622883106158	
comfortably	0.0003891807744697412	0.00020652622883106158	
coming	0.000583771161704612	0.0004130524576621232	
company	0.0003891807744697412	0.00020652622883106158	
compared	0.0003891807744697412	0.0004130524576621232	
complained	0.0003891807744697412	0.00020652622883106158	
completely	0.0003891807744697412	0.0004130524576621232	
consider	0.0003891807744697412	0.00020652622883106158	
consisted	0.0003891807744697412	0.00020652622883106158	
consistency	0.0003891807744697412	0.00020652622883106158	
consistently	0.0003891807744697412	0.00020652622883106158	
consists	0.0003891807744697412	0.00020652622883106158	
constantly	0.0003891807744697412	0.00020652622883106158	
consuming	0.0003891807744697412	0.00020652622883106158	
convince	0.0003891807744697412	0.00020652622883106158	
cook	0.0003891807744697412	0.00020652622883106158	
cooked	0.0015567230978789652	0.000619578686493185	
costed	0.000583771161704612	0.00020652622883106158	
costs	0.0003891807744697412	0.00020652622883106158	
could	0.001167542323409223	0.00020652622883106158	
coupon	0.000583771161704612	0.00020652622883106158	
course	0.0003891807744697412	0.00020652622883106158	
courses	0.0003891807744697412	0.00020652622883106158	
covered	0.0003891807744697412	0.00020652622883106158	
cozy	0.0003891807744697412	0.00020652622883106158	
crawling	0.0003891807744697412	0.00020652622883106158	
cream	0.0009729519361743531	0.0004130524576621232	
creamy	0.0003891807744697412	0.00020652622883106158	
crust	0.0003891807744697412	0.00020652622883106158	
cuisine	0.0003891807744697412	0.00020652622883106158	
cups	0.0003891807744697412	0.00020652622883106158	
curry	0.000583771161704612	0.0004130524576621232	
cusine=really	0.0003891807744697412	0.00020652622883106158	
customer	0.0003891807744697412	0.000619578686493185	
dal	0.000583771161704612	0.0004130524576621232	
dancing	0.0003891807744697412	0.00020652622883106158	
day	0.0003891807744697412	0.0008261049153242466	
days	0.000583771161704612	0.00020652622883106158	
decent	0.0003891807744697412	0.0004130524576621232	
decorated	0.0003891807744697412	0.00020652622883106158	
definitely	0.0017513134851138365	0.000619578686493185	
delicious	0.0013621327106440944	0.0012391573729863688	
describe	0.0003891807744697412	0.00020652622883106158	
deserves	0.0003891807744697412	0.00020652622883106158	
desk	0.0003891807744697412	0.00020652622883106158	
dessert	0.0003891807744697412	0.000619578686493185	
desserts	0.0003891807744697412	0.00020652622883106158	
devine	0.0003891807744697412	0.00020652622883106158	
did	0.0003891807744697412	0.0008261049153242466	
didn	0.0015567230978789652	0.000619578686493185	
die	0.0003891807744697412	0.000619578686493185	
different	0.000583771161704612	0.000619578686493185	
difficult	0.0003891807744697412	0.00020652622883106158	
diluted	0.0003891807744697412	0.00020652622883106158	
dine	0.0013621327106440944	0.000619578686493185	
diner	0.0003891807744697412	0.0004130524576621232	
dining	0.0015567230978789652	0.0008261049153242466	
dinner	0.0013621327106440944	0.0014456836018174313	
dip	0.0003891807744697412	0.00020652622883106158	
direct	0.0003891807744697412	0.00020652622883106158	
directly	0.0003891807744697412	0.00020652622883106158	
disappeared	0.0003891807744697412	0.00020652622883106158	
disappoint	0.0003891807744697412	0.00020652622883106158	
disappointed	0.0003891807744697412	0.000619578686493185	
disappointing	0.0003891807744697412	0.00020652622883106158	
disappointment	0.0003891807744697412	0.00020652622883106158	
disaster	0.000583771161704612	0.00020652622883106158	
dish	0.0007783615489394825	0.0010326311441553081	
dishes	0.0019459038723487064	0.0012391573729863688	
disney	0.0003891807744697412	0.00020652622883106158	
divide	0.0003891807744697412	0.00020652622883106158	
do	0.0007783615489394825	0.000619578686493185	
dodo	0.0003891807744697412	0.00020652622883106158	
does	0.0003891807744697412	0.0004130524576621232	
dog	0.0003891807744697412	0.00020652622883106158	
don	0.0013621327106440944	0.000619578686493185	
done	0.0003891807744697412	0.0004130524576621232	
dough	0.0003891807744697412	0.00020652622883106158	
down	0.0003891807744697412	0.000619578686493185	
downtown	0.0003891807744697412	0.00020652622883106158	
drama	0.0003891807744697412	0.00020652622883106158	
drink	0.000583771161704612	0.00020652622883106158	
drinks	0.0009729519361743531	0.00020652622883106158	
drop	0.0003891807744697412	0.00020652622883106158	
dry	0.0003891807744697412	0.000619578686493185	
each	0.0003891807744697412	0.0010326311441553081	
east	0.0003891807744697412	0.00020652622883106158	
easy	0.0003891807744697412	0.0004130524576621232	
eat	0.000583771161704612	0.0004130524576621232	
eating	0.0003891807744697412	0.000619578686493185	
edgy	0.0003891807744697412	0.00020652622883106158	
egg	0.0003891807744697412	0.00020652622883106158	
either	0.0003891807744697412	0.0004130524576621232	
else	0.0003891807744697412	0.00020652622883106158	
empire	0.0003891807744697412	0.00020652622883106158	
ended	0.0003891807744697412	0.0008261049153242466	
enjoy	0.0003891807744697412	0.00020652622883106158	
enjoyed	0.000583771161704612	0.00020652622883106158	
enough	0.0003891807744697412	0.00020652622883106158	
enter	0.0003891807744697412	0.00020652622883106158	
entered	0.0007783615489394825	0.00020652622883106158	
entire	0.0003891807744697412	0.00020652622883106158	
environment	0.0003891807744697412	0.0014456836018174313	
erie	0.0003891807744697412	0.00020652622883106158	
especially	0.000583771161704612	0.00020652622883106158	
even	0.001167542323409223	0.001652209830648493	
eventually	0.0003891807744697412	0.00020652622883106158	
ever	0.0009729519361743531	0.0020652622883106163	
every	0.000583771161704612	0.0010326311441553081	
everyday	0.0003891807744697412	0.0004130524576621232	
everyone	0.0007783615489394825	0.00020652622883106158	
everything	0.0003891807744697412	0.00020652622883106158	
excellent	0.000583771161704612	0.00020652622883106158	
exceptional	0.000583771161704612	0.0004130524576621232	
excited	0.0003891807744697412	0.0004130524576621232	
exotic	0.0003891807744697412	0.00020652622883106158	
expect	0.000583771161704612	0.00020652622883106158	
expected	0.0003891807744697412	0.00020652622883106158	
expensive	0.0009729519361743531	0.00020652622883106158	
experience	0.0031134461957579304	0.0018587360594795556	
experienced	0.0003891807744697412	0.00020652622883106158	
explanation	0.0003891807744697412	0.00020652622883106158	
extensive	0.0003891807744697412	0.00020652622883106158	
extravaganzaburger	0.0003891807744697412	0.00020652622883106158	
extremely	0.000583771161704612	0.0004130524576621232	
eyes	0.0003891807744697412	0.00020652622883106158	
failed	0.0003891807744697412	0.00020652622883106158	
family	0.0009729519361743531	0.0004130524576621232	
fan	0.0003891807744697412	0.00020652622883106158	
fast	0.0003891807744697412	0.00020652622883106158	
favorite	0.0009729519361743531	0.0012391573729863688	
feel	0.0003891807744697412	0.000619578686493185	
fell	0.0003891807744697412	0.00020652622883106158	
felt	0.0007783615489394825	0.0004130524576621232	
few	0.0003891807744697412	0.000619578686493185	
fiance	0.0003891807744697412	0.000619578686493185	
filet	0.0003891807744697412	0.00020652622883106158	
finally	0.0007783615489394825	0.0004130524576621232	
find	0.0007783615489394825	0.0010326311441553081	
finish	0.0003891807744697412	0.0008261049153242466	
finished	0.0003891807744697412	0.0004130524576621232	
first	0.0009729519361743531	0.0008261049153242466	
fish	0.000583771161704612	0.00020652622883106158	
five	0.0003891807744697412	0.000619578686493185	
flat	0.0003891807744697412	0.00020652622883106158	
flavor	0.000583771161704612	0.0008261049153242466	
flavors	0.000583771161704612	0.000619578686493185	
fly	0.000583771161704612	0.00020652622883106158	
flyer	0.0003891807744697412	0.0004130524576621232	
flying	0.0003891807744697412	0.00020652622883106158	
followed	0.000583771161704612	0.00020652622883106158	
food	0.0075890251021599525	0.008880627839735644	
for	0.008367386651099432	0.006608839322593974	
forget	0.0003891807744697412	0.0004130524576621232	
forty-five	0.0003891807744697412	0.00020652622883106158	
found	0.001167542323409223	0.0012391573729863688	
france	0.0003891807744697412	0.00020652622883106158	
free	0.0009729519361743531	0.00020652622883106158	
freedom	0.0003891807744697412	0.00020652622883106158	
fresh	0.0019459038723487064	0.0012391573729863688	
freshly	0.0003891807744697412	0.0004130524576621232	
friday	0.0003891807744697412	0.000619578686493185	
fried	0.0007783615489394825	0.00020652622883106158	
friend	0.0007783615489394825	0.0004130524576621232	
friendly	0.001167542323409223	0.0012391573729863688	
friends	0.0019459038723487064	0.0020652622883106163	
fries	0.000583771161704612	0.00020652622883106158	
frizzante	0.0003891807744697412	0.00020652622883106158	
from	0.0009729519361743531	0.0020652622883106163	
front	0.0003891807744697412	0.00020652622883106158	
fun	0.000583771161704612	0.0004130524576621232	
gallery	0.0003891807744697412	0.00020652622883106158	
gammon	0.0003891807744697412	0.00020652622883106158	
gannon’s	0.0003891807744697412	0.00020652622883106158	
garbage	0.0003891807744697412	0.00020652622883106158	
garden	0.0007783615489394825	0.00020652622883106158	
get	0.0013621327106440944	0.0012391573729863688	
girlfriend	0.0003891807744697412	0.00020652622883106158	
give	0.0009729519361743531	0.000619578686493185	
glass	0.0003891807744697412	0.001652209830648493	
go	0.0013621327106440944	0.0014456836018174313	
goes	0.0003891807744697412	0.00020652622883106158	
going	0.0009729519361743531	0.0014456836018174313	
good	0.0023350846468184463	0.004130524576621229	
good--to	0.0003891807744697412	0.00020652622883106158	
got	0.0007783615489394825	0.00020652622883106158	
greasy	0.0003891807744697412	0.00020652622883106158	
great	0.002724265421288189	0.0026848409748037993	
greet	0.0003891807744697412	0.00020652622883106158	
grill	0.000583771161704612	0.00020652622883106158	
group	0.000583771161704612	0.00020652622883106158	
guides	0.0003891807744697412	0.00020652622883106158	
had	0.008561977038334308	0.004130524576621229	
half	0.0007783615489394825	0.0004130524576621232	
ham	0.000583771161704612	0.00020652622883106158	
hand	0.0003891807744697412	0.00020652622883106158	
happened	0.0003891807744697412	0.0004130524576621232	
happy	0.000583771161704612	0.00020652622883106158	
hard	0.0007783615489394825	0.000619578686493185	
hardly	0.0003891807744697412	0.00020652622883106158	
has	0.001167542323409223	0.0018587360594795556	
hasn	0.0003891807744697412	0.00020652622883106158	
hate	0.0003891807744697412	0.00020652622883106158	
hated	0.0003891807744697412	0.00020652622883106158	
have	0.0029188558085230603	0.004750103263114417	
having	0.000583771161704612	0.0004130524576621232	
hawaiian	0.000583771161704612	0.00020652622883106158	
he	0.0013621327106440944	0.000619578686493185	
heard	0.0003891807744697412	0.00020652622883106158	
heaven	0.000583771161704612	0.00020652622883106158	
help	0.000583771161704612	0.00020652622883106158	
helpful	0.0003891807744697412	0.00020652622883106158	
her	0.0003891807744697412	0.000619578686493185	
here	0.0021404942595835766	0.0010326311441553081	
hibachi	0.000583771161704612	0.00020652622883106158	
high	0.0009729519361743531	0.0004130524576621232	
higher	0.000583771161704612	0.00020652622883106158	
highly	0.000583771161704612	0.00020652622883106158	
him	0.0003891807744697412	0.0010326311441553081	
his	0.000583771161704612	0.0004130524576621232	
home	0.0003891807744697412	0.0010326311441553081	
homemade	0.0003891807744697412	0.0004130524576621232	
hopes	0.000583771161704612	0.00020652622883106158	
horrible	0.0007783615489394825	0.00020652622883106158	
hospitality	0.0003891807744697412	0.00020652622883106158	
hostess	0.0003891807744697412	0.00020652622883106158	
hot	0.000583771161704612	0.0004130524576621232	
hour	0.0009729519361743531	0.000619578686493185	
hours	0.0003891807744697412	0.000619578686493185	
how	0.0009729519361743531	0.0010326311441553081	
however	0.000583771161704612	0.0008261049153242466	
hoynes	0.0003891807744697412	0.00020652622883106158	
hudson	0.0003891807744697412	0.0004130524576621232	
hurry	0.000583771161704612	0.00020652622883106158	
i	0.023934617629889073	0.020033044196612976	
ice	0.0013621327106440944	0.00020652622883106158	
icecreams	0.0003891807744697412	0.00020652622883106158	
iced	0.0015567230978789652	0.00020652622883106158	
icing	0.0003891807744697412	0.00020652622883106158	
ideally	0.0003891807744697412	0.00020652622883106158	
if	0.0007783615489394825	0.0014456836018174313	
in	0.008172796263864562	0.008880627839735644	
indian	0.000583771161704612	0.0014456836018174313	
ingredients	0.0003891807744697412	0.0008261049153242466	
innovative	0.0003891807744697412	0.00020652622883106158	
inquired	0.0003891807744697412	0.00020652622883106158	
instead	0.0003891807744697412	0.0004130524576621232	
into	0.001167542323409223	0.0014456836018174313	
irish	0.0003891807744697412	0.00020652622883106158	
is	0.010313290523448147	0.014869888475836434	
isle	0.0003891807744697412	0.00020652622883106158	
it	0.011091652072387626	0.012391573729863692	
italian	0.0003891807744697412	0.0004130524576621232	
italy	0.000583771161704612	0.00020652622883106158	
its	0.001167542323409223	0.000619578686493185	
jack	0.0003891807744697412	0.00020652622883106158	
japanese	0.0007783615489394825	0.0008261049153242466	
joey	0.0003891807744697412	0.00020652622883106158	
just	0.0017513134851138365	0.0018587360594795556	
kaap	0.000583771161704612	0.00020652622883106158	
kadhai	0.0003891807744697412	0.0004130524576621232	
kept	0.000583771161704612	0.00020652622883106158	
kid	0.0003891807744697412	0.0004130524576621232	
kind	0.0009729519361743531	0.0004130524576621232	
kinds	0.0003891807744697412	0.00020652622883106158	
kitchen	0.0007783615489394825	0.00020652622883106158	
kitty	0.0003891807744697412	0.00020652622883106158	
know	0.000583771161704612	0.0004130524576621232	
known	0.000583771161704612	0.00020652622883106158	
lacked	0.0003891807744697412	0.00020652622883106158	
laid	0.0003891807744697412	0.00020652622883106158	
lamb	0.000583771161704612	0.00020652622883106158	
lasagna	0.0003891807744697412	0.0004130524576621232	
last	0.001167542323409223	0.0008261049153242466	
late	0.0003891807744697412	0.00020652622883106158	
later	0.0009729519361743531	0.000619578686493185	
layer	0.000583771161704612	0.00020652622883106158	
leaf	0.000583771161704612	0.00020652622883106158	
least	0.0007783615489394825	0.00020652622883106158	
left	0.0003891807744697412	0.00020652622883106158	
let	0.0003891807744697412	0.0004130524576621232	
lettuce	0.0003891807744697412	0.00020652622883106158	
level	0.0003891807744697412	0.00020652622883106158	
life	0.0009729519361743531	0.0014456836018174313	
light	0.0003891807744697412	0.0004130524576621232	
like	0.0029188558085230603	0.0018587360594795556	
liked	0.000583771161704612	0.0004130524576621232	
likely	0.0003891807744697412	0.00020652622883106158	
list	0.0003891807744697412	0.0004130524576621232	
little	0.001167542323409223	0.0008261049153242466	
lived	0.0003891807744697412	0.00020652622883106158	
living	0.0003891807744697412	0.00020652622883106158	
ll	0.0007783615489394825	0.000619578686493185	
lobby	0.0003891807744697412	0.0004130524576621232	
location	0.0003891807744697412	0.00020652622883106158	
loganberry	0.000583771161704612	0.00020652622883106158	
london	0.0003891807744697412	0.0004130524576621232	
long	0.001167542323409223	0.0008261049153242466	
looked	0.0003891807744697412	0.0008261049153242466	
looking	0.0003891807744697412	0.0008261049153242466	
loose	0.0003891807744697412	0.00020652622883106158	
lot	0.000583771161704612	0.000619578686493185	
lots	0.0003891807744697412	0.00020652622883106158	
loud	0.0003891807744697412	0.00020652622883106158	
love	0.0007783615489394825	0.000619578686493185	
loves	0.0003891807744697412	0.00020652622883106158	
low	0.0003891807744697412	0.000619578686493185	
lunch	0.000583771161704612	0.0008261049153242466	
m	0.0003891807744697412	0.0004130524576621232	
mac	0.0003891807744697412	0.00020652622883106158	
macaroni	0.000583771161704612	0.00020652622883106158	
made	0.0009729519361743531	0.0012391573729863688	
main	0.0007783615489394825	0.0004130524576621232	
make	0.0003891807744697412	0.00020652622883106158	
makhni	0.000583771161704612	0.00020652622883106158	
management	0.0003891807744697412	0.00020652622883106158	
manners	0.0003891807744697412	0.00020652622883106158	
many	0.000583771161704612	0.0008261049153242466	
map	0.000583771161704612	0.00020652622883106158	
marshall	0.0007783615489394825	0.00020652622883106158	
mashed	0.0003891807744697412	0.00020652622883106158	
matar	0.0003891807744697412	0.00020652622883106158	
may	0.0003891807744697412	0.000619578686493185	
me	0.0019459038723487064	0.0026848409748037993	
meal	0.0015567230978789652	0.000619578686493185	
mean	0.0003891807744697412	0.0004130524576621232	
meat	0.000583771161704612	0.00020652622883106158	
meats	0.0003891807744697412	0.00020652622883106158	
mediocre	0.0003891807744697412	0.0004130524576621232	
melted	0.0003891807744697412	0.00020652622883106158	
melting	0.0003891807744697412	0.00020652622883106158	
menu	0.0019459038723487064	0.0014456836018174313	
menus	0.0003891807744697412	0.00020652622883106158	
michelin	0.000583771161704612	0.00020652622883106158	
middle	0.000583771161704612	0.0004130524576621232	
mike	0.0003891807744697412	0.00020652622883106158	
milkshake	0.0003891807744697412	0.0004130524576621232	
milkshakes	0.0003891807744697412	0.00020652622883106158	
minutes	0.0036972173574625405	0.0012391573729863688	
money	0.0003891807744697412	0.0004130524576621232	
mood	0.0003891807744697412	0.0004130524576621232	
more	0.0019459038723487064	0.0010326311441553081	
most	0.0007783615489394825	0.0004130524576621232	
mother	0.000583771161704612	0.00020652622883106158	
mouth	0.000583771161704612	0.00020652622883106158	
movie	0.0003891807744697412	0.00020652622883106158	
much	0.0007783615489394825	0.001652209830648493	
music	0.0003891807744697412	0.0010326311441553081	
my	0.008172796263864562	0.007641470466749275	
name	0.0003891807744697412	0.0010326311441553081	
nans	0.0003891807744697412	0.00020652622883106158	
near	0.0003891807744697412	0.0004130524576621232	
nearly	0.0003891807744697412	0.00020652622883106158	
need	0.0009729519361743531	0.0010326311441553081	
needed	0.0003891807744697412	0.00020652622883106158	
needs	0.0003891807744697412	0.000619578686493185	
negative	0.0003891807744697412	0.00020652622883106158	
never	0.0017513134851138365	0.0018587360594795556	
new	0.0007783615489394825	0.0004130524576621232	
nice	0.0009729519361743531	0.001652209830648493	
nicely	0.0003891807744697412	0.00020652622883106158	
night	0.000583771161704612	0.000619578686493185	
nightmare	0.0003891807744697412	0.00020652622883106158	
no	0.0017513134851138365	0.0012391573729863688	
nobody	0.0003891807744697412	0.00020652622883106158	
nofreedrinks	0.0003891807744697412	0.00020652622883106158	
noodle	0.0007783615489394825	0.000619578686493185	
nor	0.0003891807744697412	0.0004130524576621232	
not	0.00564312122981125	0.005369681949607599	
notice	0.0007783615489394825	0.00020652622883106158	
numerous	0.0003891807744697412	0.0004130524576621232	
ny	0.000583771161704612	0.0008261049153242466	
nyc	0.0003891807744697412	0.0004130524576621232	
obnoxious	0.0003891807744697412	0.00020652622883106158	
obviously	0.0003891807744697412	0.00020652622883106158	
of	0.010118700136213268	0.01135894258570839	
off	0.0003891807744697412	0.0004130524576621232	
oil	0.000583771161704612	0.00020652622883106158	
olive	0.000583771161704612	0.00020652622883106158	
omg	0.0003891807744697412	0.00020652622883106158	
on	0.002724265421288189	0.003717472118959108	
once	0.0009729519361743531	0.0010326311441553081	
one	0.0017513134851138365	0.0026848409748037993	
onion	0.0003891807744697412	0.00020652622883106158	
open	0.0003891807744697412	0.0004130524576621232	
or	0.000583771161704612	0.0008261049153242466	
order	0.0019459038723487064	0.0012391573729863688	
ordered	0.0029188558085230603	0.002891367203634863	
ordering	0.0003891807744697412	0.0004130524576621232	
